"Normal","Status"
"gera indeks lemah persen sesi dagang indeks merosot persen poin posisi jeda siang level tutup dagang dagang indeks lemah persen poin posisi indeks lanjut lemah buka turun persen poin level pagi dagang indeks gerak level saham anggota indeks saham kuat sesi saham kuat saham stagnan saham rakyat persero bbri mandiri persero bmri turun persen persen tekan utama lemah indeks siang indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha jalan gera indeks harga saham gabung ihsg indeks harga saham gabung ihsg lemah persen sesi dagang dasar data bloomberg ihsg lemah persen poin level sesi level tutup dagang indeks lanjut lemah buka lemah persen poin level pagi dagang ihsg gerak level tujuh sembilan sektor tetap zona merah pimpin sektor industri dasar lemah persen sektor finansial lemah persen sisi sektor konsumer dagang kuat persen persen saham kuat saham lemah saham stagnan saham dagang harga saham sesi kode nama emiten harga aces ace hardware adro adaro energy antm asi astra international bbca bbni negara persero bbri rakyat persero bdmn danamon bmri mandiri persero cpin charoen pokphand hmsp hanjaya mandala sampoerna icbp indofood cbp sukses makmur inco vale indf indofood sukses makmur inkp indah kiat pulp paper intp indocement tunggal prakarsa jpfa japfa comfeed klbf kalbe farma map mitra adiperkasa myor mayora indah ptba bukit asam pwon pakuwon jati scma surya citra media smgr semen persero tlkm telekomunikasi persero tpia chandra asri petrochemical untr united tractors","negatif"
"saham unvr bbri tekan utama lemah indeks harga saham gabung ihsg sesi dagang dasar data bloomberg ihsg lemah persen poin level sesi buka zona merah lemah persen poin level dagang ihsg gerak level dagang ihsg tutup lemah persen poin level sembilan indeks sektoral tetap zona merah dorong sektor properti lemah persen industri dasar lemah persen sektoral saham wskt persen smra persen bsde persen pwon persen tekan utama lemah sektor industri siang saham kuat saham lemah saham stagnan saham dagang saham unilever unvr rakyat persero bbri lemah persen persen tekan utama lemah ihsg siang perinci saham ihsg sesi saham tekan utama dasar kapital pasar kode ubah persen unvr bbri asi cpin tlkm saham lemah dasar persentase kode ubah persen hrme oasa incf mfmi koni","negatif"
"gera indeks lemah persen sesi dagang indeks lemah persen poin posisi jeda siang level tutup dagang dagang indeks tutup lemah persen poin posisi indeks buka zona merah lemah persen poin level pagi dagang indeks gerak level saham anggota indeks saham kuat saham lemah saham stagnan sesi dagang saham rakyat persero bbri astra international asi lemah persen persen tekan utama lemah indeks siang indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha jalan gera indeks harga saham gabung ihsg lemah persen poin level sesi buka zona merah lemah persen poin level dagang ihsg gerak level dagang ihsg tutup lemah persen poin level sembilan indeks sektoral tetap zona merah dorong sektor properti lemah persen industri dasar lemah persen saham kuat saham lemah saham stagnan saham dagang harga saham sesi kode nama usaha harga saham adro adaro energy asi astra international bbca bbni negara persero bbri rakyat persero bdmn danamon bmri mandiri persero bsde bumi ong damai cpin charoen pokphand hmsp hanjaya mandala sampoerna icbp indofood cbp sukses makmur inco vale indf indofood sukses makmur inkp indah kiat pulp paper intp indocement tunggal prakarsa itmg indo tambangraya megah klbf kalbe farma mika mitra keluarga karyasehat myor mayora indah pgas usaha gas negara persero ptba bukit asam scma surya citra media smgr semen persero tkim pabrik kertas tjiwi kimia tlkm telekomunikasi tpia chandra asri petrochemical untr united tractors","negatif"
"sektor infrastruktur pimpin lemah mayoritas sektor beban gera indeks harga saham gabung ihsg zona merah dagang pagi dasar data bloomberg gera ihsg teantau lemah poin level wib buka turun poin level sembilan sektor gerak wilayah negatif pimpin sektor infrastruktur finansial sektor gerak zona hijau pimpin sektor properti naik wib gera ihsg koreksi poin level level tutup dagang dagang ihsg kuat poin level dagang pagi ihsg gerak level sektor infrastruktur lemah pimpin sektor gerak zona merah sektor gerak positif pimpin sektor properti naik saham gerak kuat saham gerak lemah saham stagnan saham daftar bursa efek saham tlkm bbri unvr roda tekan utama turun ihsg wib gera sektor ihsg wib sektor ubah infrastruktur industri finansial tani consumer goods properti industri dasar dagang tanbang","negatif"
"lemah saham emiten perban dorong indeks harga saham gabung ihsg zona merah sesi dagang dasar data bloomberg gera ihsg lemah poin level sesi level tutup dagang indeks buka lemah poin level dagang pagi ihsg gerak level ihsg tutup zona hijau kuat poin level dagang saham kuat saham lemah saham stagnan saham dagang saham rakyat persero bbri unilever unvr lemah tekan utama gera ihsg siang dasar persentase saham kedaung indah kici lemah buku lemah harga saham tajam susul saham wijaya karya beton investindo sukses csis merosot enam sembilan sektor tetap zona merah dorong sektor tani lemah industri turun sisi sektor kuat tahan lemah ihsg sesi pimpin sektor properti kuat saham aali lsip bwpt mgro tekan utama lemah sektor tani sesi perinci saham ihsg sesi saham tekan utama dasar kapital pasar kode ubah bbri unvr bmri asi intp saham lemah dasar persentase kode ubah kici csis koin intd koni","negatif"
"indeks tahan zona merah dagang sesi siang indeks lemah poin posisi jeda siang buka lemah poin posisi level tutup dagang indeks tutup lemah poin posisi dagang indeks gerak level saham anggota indeks saham kuat saham lemah saham stagnan sesi dagang saham charoen pokphand cpin rakyat persero bbri lemah tekan utama lemah indeks siang indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha jalan indeks harga saham gabung ihsg lemah poin level sesi level tutup dagang dagang ihsg koreksi poin level indeks lanjut lemah buka turun poin posisi pagi dagang ihsg gerak level enam sembilan sektor tetap zona merah pimpin sektor industri dasar sektor tetap zona hijau pimpin sektor infrastruktur naik saham kuat saham lemah saham stagnan saham dagang harga saham sesi kode nama usaha harga adro adaro energy asi astra international bbca bbni negara persero bbri rakyat persero bdmn danamon bmri mandiri persero bsde bumi ong damai cpin charoen pokphand hmsp hanjaya mandala sampoerna icbp indofood cbp sukses makmur inco vale indf indofood sukses makmur inkp indah kiat pulp paper intp indocement tunggal prakarsa itmg indo tambangraya megah klbf kalbe farma mika mitra keluarga karyasehat myor mayora indah pgas usaha gas negara persero ptba bukit asam scma surya citra media smgr semen persero tkim pabrik kertas tjiwi kimia tlkm telekomunikasi tpia chandra asri petrochemical untr united tractors sumber bloomberg","negatif"
"saham tekan utama lanjut lemah indeks harga saham gabung ihsg sesi dagang dasar data bloomberg gera ihsg lemah poin level sesi level tutup dagang dagang ihsg koreksi poin level indeks lanjut lemah buka turun poin posisi pagi dagang ihsg gerak level enam sembilan sektor tetap zona merah pimpin sektor industri dasar sektor tetap zona hijau pimpin sektor infrastruktur naik sektoral saham cpin inkp smgr bt tekan utama lemah sektor industri dasar siang saham kuat saham lemah saham stagnan saham dagang saham charoen pokphand cpin rakyat persero bbri turun tekan utama gera ihsg siang saham lihat tabel dasar persentase saham onix capital ocap anjlok buku turun harga saham tajam susul saham cahayasakti investindo sukses csis merosot perinci saham ihsg sesi saham tekan utama dasar kapital pasar kode ubah cpin bbri unvr asi tlkm saham lemah dasar persentase kode ubah ocap csis nobu tgka koin","negatif"
"saham bbri bmri tekan utama lemah indeks harga saham gabung ihsg sesi dagang dasar data bloomberg ihsg lemah poin level sesi buka naik poin posisi dagang ihsg gerak level dagang ihsg tutup kuat poin level ihsg lemah saham kuat saham lemah saham stagnan saham dagang saham rakyat persero bbri mandiri persero bmri lemah tekan utama gera ihsg delapan sembilan sektor tetap zona merah tekan utama sektor turun susul sektor tani lemah sektor konsumer kuat saham tekan utama sektor smru fire mdka sure  perinci saham ihsg sesi saham tekan utama dasar kapital pasar kode ubah bbri bmri inaf asi tlkm saham lemah dasar persentase kode ubah hdfa pgli smru aksi vins","negatif"
"gera indeks merosot zona merah sesi dagang indeks lemah poin posisi jeda siang buka zona merah lemah poin posisi dagang indeks gerak level saham anggota indeks saham kuat saham lemah sesi dagang saham rakyat persero bbri mandiri persero bmri lemah tekan utama lemah indeks sesi indeks indeks saham usaha catat pilih dasar kriteria fundamental teknikal likuiditas transaksi akuntabilitas tata kelola usaha jalan indeks harga saham gabung ihsg merosot poin level sesi buka turun poin posisi dagang ihsg gerak level dagang ihsg tutup lemah level saham kuat saham lemah saham stagnan saham daftar bursa efek siang saham unilever unvr tekan utama lemah ihsg sesi sektor ihsg tekan zona merah pimpin industri dasar anjlok lemah sektor industri dasar ikut finansial industri lemah harga saham sesi kode nama usaha harga aali astra agro lestari adro adaro energy akra akr coorindo asi astra international bbca bbni negara persero bbri rakyat persero bdmn danamon bmri mandiri persero bt barito pacific bsde bumi ong damai cpin charoen pokphand hmsp hanjaya mandala sampoerna icbp indofood cbp sukses makmur indf indofood sukses makmur inkp indah kiat pulp paper intp indocement tunggal prakarsa myor mayora indah pgas usaha gas negara persero ptba bukit asam pwon pakuwon jati scma surya citra media smbr semen baturaja persero smgr semen persero tlkm telekomunikasi persero tpia chandra asri petrochemical untr united tractors sumber bloomberg","negatif"
"jakartasaham bbri tutup lemah tipis poin level dagang beotensi alami technical rebound dagang saham bbri catat lemah tajam dagang akibat rilis data neraca transaksi jalan tingkat pdb sentimen akibat krisis turki khawatir rembet emerging market dorong marak aksi jual investor tekan saham saham big caps koreksi tajam ihsg valuasi saham bbri harga premium alami overvalued forward ratio kali historis forward ratio kali harga saham bbri golong relatif murah banding harga indeks sektor uang milik forward ratio kali teknikal analisis indikator stochastic saham bbri tren bearish saham bbri coba kuat level uji resistance dekat dead cross pekan relative strength index indikasi saham bbri area netral pek dekat area overbought jenuh beli technical rebound saham bbri rentang gera anida ul masruroh analis resources center","negatif"
"gera indeks harga saham gabung ihsg gelincir zona merah sesi dagang ihsg lemah poin level sesi buka kuat tipis poin level dagang ihsg gerak kisar level saham kuat saham lemah saham stagnan saham daftar bursa efek saham rakyat persero bbri merosot tekan utama lemah ihsg sesi susul mandiri persero bmri lemah sembilan indeks sektoral ihsg tetap zona merah tekan utama sektor finansial lemah infrastruktur merosot saham bbri bmri bbca bbtn tekan utama lemah sektor finansial indeks sektoral ihsg siang dagang ihsg tutup merosot poin level emiten tekan utama ihsg siang rinciannya dasar kapital pasar kode ubah bbri bmri tlkm bbca hmsp dasar presentase kode ubah arto buva bpfi mtsm bltz","negatif"
"saham rakyat persero bbri lemah tekan utama lemah ihsg sesi ikut saham hm sampoerna hmsp turun tujuh sembilan indeks sektoral ihsg gerak negatif tekan utama sektor infrastruktur lemah susul sektor finansial turun sektor properti kuat tahan lemah ihsg saham tlkm isat pgas jsmr tekan utama lemah sektor infrastruktur indeks sektoral ihsg siang gera indeks harga saham gabung ihsg lemah sesi dagang ihsg lemah poin level sesi buka zona lemah poin level dagang ihsg tutup lemah poin level dagang ihsg gerak kisar saham kuat saham lemah saham stagnan saham daftar bursa efek emiten tekan utama ihsg siang rinciannya dasar kapital pasar kode ubah bbri hmsp bmri tlkm asi dasar presentase kode ubah cani pdes finn asjt abmm","negatif"
